id,text,url_media,quantity_likes,quantity_retweets,quantity_quotes,quantity_replys,timestamp,twitter_account_id
294,RT @ChAIRGAMES: Join our team! Looking for experienced digital marketing manager at our Salt Lake studio. https://t.co/Qmrti3lKEB https://tâ€¦,,0,13,0,0,2016-08-23T17:10:46.000Z,0
295,It was a tight competition this week. Congrats to the winners! Join our next Weekly Challenge starting tomorrow! https://t.co/2IsPML30AW,,3,0,0,0,2016-08-22T21:25:02.000Z,0
296,Shadow Complex has sold out from @LimitedRunGames but you can still get it digitally at https://t.co/7bIYDZLWTg https://t.co/dpIcXl0GvP,,33,9,0,5,2016-08-21T00:30:46.000Z,0
297,"A few copies remain from @LimitedRunGames. Once they're gone, they're gone! Get your's now: https://t.co/wdJS5UtpoO https://t.co/CRZdsTrBoX",,2,1,3,0,2016-08-20T14:35:28.000Z,0
298,@woods_pj It is there now: https://t.co/BSVZYu2bap,,1,0,0,0,2016-08-20T13:59:00.000Z,0
299,LAST CHANCE! Pick up your limited edition physical copy from @limitedrungames right now! https://t.co/KKTKRSSal6 https://t.co/gys3HCOZB8,,0,4,0,0,2016-08-19T22:03:02.000Z,0
300,Final batch of Shadow Complex Remastered from @LimitedRunGames goes live in 20 minutes! Last chance to get it! https://t.co/KKTKRSSal6,,0,0,0,0,2016-08-19T21:43:26.000Z,0
301,RT @nickchester: I have touched the @shadowcomplex physical disc. So good. Still available with soundtrack! https://t.co/EGEU9hJuRl https:/â€¦,,0,2,0,0,2016-08-19T18:12:05.000Z,0
302,Shadow Complex Remastered sold out 5000 copies in 3hrs! Last chance to get your's at 6pm EDT from @LimitedRunGames https://t.co/XnfhwiD6h4,,1,0,0,0,2016-08-19T17:57:52.000Z,0
303,RT @ChAIRGAMES: Another #giveaway! RT this to enter to win a #PS4 physical copy of #ShadowComplex Remastered! @LimitedRunGames https://t.coâ€¦,,0,309,0,0,2016-08-19T17:38:15.000Z,0
304,Get your copy now! Just 300 left in this batch. Head to https://t.co/OC4KRQYhWV now! https://t.co/knrgaVIeR2,,2,5,0,0,2016-08-19T16:21:22.000Z,0
305,Today's the 7th Anniversary of the original Shadow Complex! Now remastered on all platforms: https://t.co/7bIYDZum1I https://t.co/qkyQrAztNQ,,4,1,1,0,2016-08-19T16:11:01.000Z,0
306,@Kid_Desimo Third time's the charm.,,0,0,0,1,2016-08-19T16:03:43.000Z,0
307,RT @Lyssarie: Just snagged my copy of @shadowcomplex from @LimitedRunGames ! HAD to get this. It's one of my favorite downloadable games ofâ€¦,,0,1,0,0,2016-08-19T14:42:03.000Z,0
308,"RT @LimitedRunGames: Our limited boxed Shadow Complex Remastered for PS4 is now available! Only 6,900 copies!

https://t.co/Ddm2hfGXas httpâ€¦",,0,42,0,0,2016-08-19T14:17:55.000Z,0
309,Get it now! Limited physical copies from @LimitedRunGames are on sale right now! https://t.co/KKTKRSSal6 https://t.co/n3bymlyUC8,,17,11,1,0,2016-08-19T14:00:01.000Z,0
310,Congrats to @G33K_Marcus winner of Shadow Complex Remastered on PS4 disc. DM us to claim your copy!,,3,0,1,0,2016-08-19T13:39:13.000Z,0
311,"The first batch of the LE @limitedrungames release goes live in 30 minutes, get ready: https://t.co/KKTKRSSal6 https://t.co/E4KZFtZ1cg",,10,3,0,3,2016-08-19T13:30:02.000Z,0
312,"Just 12 Hours to the release of Shadow Complex from @LimitedRunGames. Mike Fahey of @Kotaku  is excited, are you? https://t.co/BMoEq5d1Bh",,33,10,0,4,2016-08-19T02:00:00.000Z,0
313,RT @snugpixel: Awww yissss!!! @HardsuitLabs @ChAIRGAMES @shadowcomplex https://t.co/t3h3bHZA6F,,0,1,0,0,2016-08-19T00:12:56.000Z,0
314,RT to enter to win a limited edition #PS4 physical copy of #ShadowComplex Remastered! @LimitedRunGames https://t.co/wggkLNKqGN,,98,171,5,4,2016-08-18T15:45:01.000Z,0
315,"As prep for the Friday @LimitedRunGames release, look at this huge collection from the team https://t.co/SHOv0n6xZ7 https://t.co/InguOVBsVA",,47,14,1,7,2016-08-17T23:28:53.000Z,0
316,Come watch our special classic gaming show and tell stream Now! Win a copy of the @limitedrungames LE disc version! https://t.co/3R3cLuximX,,8,11,0,0,2016-08-17T20:00:00.000Z,0
317,Celebrate the @LimitedRunGames release at our 4pm EDT classic gaming show and tell stream! https://t.co/3R3cLuximX https://t.co/2s36mrhHuG,,1,0,0,0,2016-08-17T16:26:57.000Z,0
318,3 Days until you can pick up your physical copy from @LimitedRunGames. Don't miss it! https://t.co/Eigc6WyiPQ https://t.co/R0TAasxDu7,,2,1,0,0,2016-08-16T23:10:24.000Z,0
319,The Weekly Challenge is live. Let's do this thing! https://t.co/c5XxQ5ifSX,,0,1,0,0,2016-08-16T18:17:00.000Z,0
320,"To celebrate the @limitedrungames release, join the team for a special show and tell Stream: https://t.co/3R3cLuximX https://t.co/dWL31Lwx2M",,3,2,0,0,2016-08-15T22:41:58.000Z,0
321,Congrats to Weekly Challenge Winners! It came down to the wire! Next challenge starts Tues! https://t.co/S8xKpUxxcw https://t.co/vACkC0DPxW,,0,0,0,1,2016-08-15T18:20:27.000Z,0
322,Copies have arrived at ChAIR! Make sure to get your copy on 8/19 from @limitedrungames https://t.co/KKTKRSSal6 https://t.co/cl0j6o8GKe,,7,2,0,0,2016-08-12T22:21:56.000Z,0
323,The team looked to the past to inspire Shadow Complex. What games inspire you? #FunFactFriday https://t.co/C9oFGcPCMN,,5,2,0,1,2016-08-12T17:06:01.000Z,0
324,RT @LimitedRunGames: Also available on August 19th at https://t.co/rZI6STJv9L - the Shadow Complex OST CD! https://t.co/UnHBANZ4ws,,0,4,0,0,2016-08-12T15:16:34.000Z,0
325,RT @LimitedRunGames: New @shadowcomplex art framed and hanging in the office. https://t.co/qta1QHNOkd,,0,4,0,0,2016-08-12T15:13:54.000Z,0
326,Announcing the first #MonthlyRun! Come join this new speedrunning event: https://t.co/zDEZiDHFeM https://t.co/5DTeGZQHzp,,1,1,1,0,2016-08-11T20:56:01.000Z,0
327,Don't miss the chance to pick up Shadow Complex on disc from @LimitedRunGames on 8/19: https://t.co/KKTKRSSal6 https://t.co/PlQkEMTAwz,,1,1,0,0,2016-08-10T22:59:01.000Z,0
328,"@bpk428 haha, we needed your help at some spots!",,0,0,0,0,2016-08-10T22:56:23.000Z,0
329,Join our Live Stream now! Get a chance to win a PS4 code to celebrate the upcoming @limitedrungames release: https://t.co/3R3cLuximX,,1,1,0,1,2016-08-10T20:01:00.000Z,0
330,"RT @LimitedRunGames: Shadow Complex comes in tomorrow, streaming the digital one today at 5 PM EDT @ChAIRGAMES @shadowcomplex @EpicGames htâ€¦",,0,4,0,0,2016-08-10T19:37:24.000Z,0
331,Live Stream today! We'll give out PS4 codes to celebrate upcoming @LimitedRunGames release https://t.co/3R3cLuximX https://t.co/BdLtXixBBg,,12,5,0,3,2016-08-10T16:32:37.000Z,0
332,"Run, don't walk, to the Weekly Challenge this week! Come post your best score: https://t.co/S8xKpUxxcw https://t.co/NLbdpnA9n5",,1,1,0,0,2016-08-09T23:34:56.000Z,0
333,The Noob's Journey continues on tomorrow's stream. Can Zack survive as the difficulty ramps? https://t.co/3R3cLuximX https://t.co/kNTco7pz3Z,,1,1,0,0,2016-08-09T19:52:27.000Z,0
334,"Physical version of Shadow Complex? Yes please! Get your copy on 8/19, learn more: https://t.co/Eigc6WyiPQ https://t.co/KFSBGZ25MW",https://pbs.twimg.com/tweet_video_thumb/CpbpOSqWYAAwNik.jpg,18,14,1,0,2016-08-09T16:45:35.000Z,0
335,Don't miss your chance to pick up this very limited physical edition on 8/19. Learn more at https://t.co/KKTKRT9LcE https://t.co/XwqY5aSpCK,,26,8,1,3,2016-08-09T15:42:48.000Z,0
336,Mac fans! You can now play Shadow Complex Remastered on Mac - Come join in: https://t.co/Soq2LYoLfy https://t.co/Xe0XskMHlv,https://pbs.twimg.com/tweet_video_thumb/CpX0EprWIAEEJzD.jpg,6,2,0,0,2016-08-08T22:54:29.000Z,0
337,"Congrats to everyone in the weekly challenge. Don't forget, our first monthly challenge starts this Wednesday! https://t.co/H3RqBeut2B",,5,0,0,1,2016-08-08T17:22:01.000Z,0
338,"Want to play #ShadowComplex Remastered? You can now play on Mac, Steam, PS4, Xbox One! https://t.co/TAzwQBOqDZ https://t.co/BtbfUbyqzI",,0,0,0,2,2016-08-06T17:32:55.000Z,0
339,@CyberDustin777 you are one of the winners of a #ShadowComplex Remastered code! DM us so we can give it to you.,,1,0,0,1,2016-08-06T17:08:55.000Z,0
340,Last giveaway of the day! RT to enter to win a #ShadowComplex Remastered code! Now on Mac! https://t.co/TAzwQBOqDZ https://t.co/nSWLWIjogE,,9,33,1,0,2016-08-05T22:34:53.000Z,0
341,RT to enter to win the 2nd #ShadowComplex Remastered code of the day! Now available on Mac! https://t.co/TAzwQBOqDZ https://t.co/JzgumrW9gg,,26,25,1,2,2016-08-05T19:21:01.000Z,0
342,RT this to enter to win a #ShadowComplex Remastered code! Now available on Mac! https://t.co/TAzwQBOqDZ https://t.co/XdXxmjeDJ2,,33,44,1,0,2016-08-05T16:59:52.000Z,0
343,We're giving out #ShodowComplex Remastered codes throughout the day in celebration of its release on the Mac! https://t.co/G3DbVCXw2v,,13,7,1,3,2016-08-05T15:24:30.000Z,0
344,@PetiteCloudlet it's available on Steam too!,,0,0,0,1,2016-08-04T23:42:08.000Z,0
345,Mac #gamers reaction to now being able to play #ShadowComplex Remastered! https://t.co/TAzwQBwPfp @AppStore https://t.co/su9WA6Njqa,https://pbs.twimg.com/tweet_video_thumb/CpDWX82UkAAa380.jpg,1,1,0,1,2016-08-04T23:35:25.000Z,0
346,RT @EpicGames: Have you been wishing for Shadow Complex Remastered on the Mac? Your wish has been granted! https://t.co/ZKIGxwUXYp,,0,9,0,0,2016-08-04T21:41:48.000Z,0
347,#Mac gamers can now play #ShadowComplex Remastered! Details here: https://t.co/TAzwQBOqDZ @AppStore https://t.co/ri4uETNmdS,,6,2,0,2,2016-08-04T17:45:01.000Z,0
348,"Shadow Complex Remastered is now available on Mac via the Mac @AppStore, Epic Games &amp; Steam! https://t.co/IIC0Ju2O27 https://t.co/qGiDo5LKln",,29,20,3,0,2016-08-04T14:48:02.000Z,0
349,Come learn about our speedrunning announcement - live now on Twitch. Don't miss this: https://t.co/3R3cLuximX,,2,1,0,0,2016-08-03T19:00:00.000Z,0
350,Time to blow something up! Go for the highest score in this Weekly Challenge. Come join in: https://t.co/hSMDTzJf9E https://t.co/JvoYuXBv1F,,1,0,0,0,2016-08-02T21:24:49.000Z,0
351,Don't miss the Stream this week! Catch our special announcement tomorrow at 3pm EDT: https://t.co/3R3cLuximX https://t.co/DeBBZXg6pn,,5,1,0,0,2016-08-02T17:15:30.000Z,0
352,Congratulations to our Weekly Challenge winners! Tune in tomorrow for the next one: https://t.co/DmZXT1cz2g https://t.co/E4dX5U5eAP,,2,0,1,0,2016-08-01T18:26:01.000Z,0
353,ENTER NOW! Just 4 hours left to post your best time in the Weekly Challenge! https://t.co/q7jM2QgMPd https://t.co/nEuRqKZbKz,,1,0,0,0,2016-08-01T00:00:01.000Z,0
354,Don't end up like this guy. Come post your best time in the Weekly Challenge: https://t.co/q7jM2QgMPd https://t.co/5YYEcRuL7J,,0,0,0,0,2016-07-30T01:01:01.000Z,0
355,"Get in-depth bios, the soundtrack and more in the Shadow Complex Superfan Pack now on Steam: https://t.co/61caui02DT https://t.co/FoxqizU2tB",,3,1,0,0,2016-07-29T22:13:02.000Z,0
356,#FunFactFriday The Foam Gun is amazing. Take our quiz to see which power-up you are: https://t.co/RymuPTU0zn https://t.co/pAxxJPMXXQ,,0,0,0,0,2016-07-29T16:27:01.000Z,0
357,Own Shadow Complex Remastered on Steam? Pick up the Superfan DLC pack today! https://t.co/61cauhIrfj https://t.co/rXpiQ8FGeh,,0,0,0,0,2016-07-28T23:05:27.000Z,0
358,ONE HOUR LEFT! Get Shadow Complex Remastered for just $10 on Steam #SteamDailyDeal https://t.co/7xboocYrNV https://t.co/QwLyjbB8is,,1,0,0,0,2016-07-28T15:28:01.000Z,0
359,@MoFoMediaNL Posting fun bugs? You sound like a speedrunner in training!,,0,0,0,1,2016-07-27T19:10:51.000Z,0
360,Just 24hrs left to get Shadow Complex Remastered for $10 on Steam! #SteamDailyDeals https://t.co/7xboocYrNV https://t.co/KCdcidDqw7,,4,2,1,0,2016-07-27T16:19:01.000Z,0
361,"Get Shadow Complex Remastered for just $10 on @steam_games , today only! #steamdailydeal https://t.co/7xboocYrNV https://t.co/C2GCfjfTwL",,3,3,0,0,2016-07-26T23:52:56.000Z,0
362,Don't miss our stream tomorrow. We'll be giving you a look at the Superfan Pack now on Steam https://t.co/3R3cLuximX https://t.co/Je9JzXPo0J,,0,0,0,0,2016-07-26T23:45:01.000Z,0
363,RT @Greenalink: I will be on very soon @shadowcomplex @ChAIRGAMES https://t.co/kx2fYe8TpZ,,0,2,0,0,2016-07-26T22:28:08.000Z,0
364,Come watch! @greenalink will be speedrunning Shadow Complex Remastered at the @esamarathon in about 1 hour: https://t.co/enETKiZGJ2,,0,1,0,0,2016-07-26T21:08:28.000Z,0
365,"@ImTheMetalLord Sadly, no. Due to the nature of the items, it is really only possible on Steam",,1,0,0,0,2016-07-26T19:10:53.000Z,0
366,Are you a Shadow Complex Superfan? Get the Superfan DLC Pack on Steam now for just $3: https://t.co/61caui02DT https://t.co/7vNUEYo4MD,,2,2,0,0,2016-07-26T19:06:55.000Z,0
367,To celebrate the release of the Superfan DLC pack Shadow Complex Remastered is $10 on Steam! https://t.co/7xboocYrNV https://t.co/Gbb6lvCiFY,,1,0,1,1,2016-07-26T17:12:57.000Z,0
368,The Weekly Challenge has begun! Get ready to hang on for your life: https://t.co/q7jM2QgMPd https://t.co/QEtsic0qYo,,0,0,0,0,2016-07-26T15:49:58.000Z,0
369,Great week! Congrats to our Weekly Challenge winners! Join the next one on our forums: https://t.co/DmZXT1cz2g https://t.co/4M1Z8QBxt3,,0,0,0,0,2016-07-25T22:25:01.000Z,0
370,DON'T MISS IT! @greenalink is speedrunning Shadow Complex at @esamarathon Tuesday at 6pm EDT https://t.co/enETKiZGJ2 https://t.co/7TzjHX70gy,,2,1,0,0,2016-07-25T17:02:28.000Z,0
371,LAST CHANCE! Only 4 hours left to post your score in the Weekly Challenge. Come join in! https://t.co/J1NzpwB1qM https://t.co/2eJx2QmnSr,,1,0,0,0,2016-07-24T23:55:01.000Z,0
372,"If you don't enter the Weekly Challenge, Jason will cry. True story. Come play now: https://t.co/J1NzpwB1qM https://t.co/UkUhSrjULI",,0,0,0,0,2016-07-22T22:50:02.000Z,0
373,#FunFactFriday What's your favorite crunch food? These were the picks of the Shadow Complex team. https://t.co/0w35JnzQ8l,,3,1,0,0,2016-07-22T18:03:25.000Z,0
374,#ThrowBackThursday to us hanging out with the @giantbomb crew a few weeks back. Love those guys! #TBT https://t.co/8E3dcb4Hll,,3,0,0,0,2016-07-21T17:35:34.000Z,0
375,XBOX ONE FANS! Shadow Complex Remastered is now available in 13 new regions #xboxone: https://t.co/gT4lfSqDMR https://t.co/UgkHv3Q3w2,,1,0,1,0,2016-07-20T19:17:34.000Z,0
376,"Due to a takedown related injury, Brad's unable to stream today. We'll be back next week with a cool announcement! https://t.co/k2VglNxpk8",,3,0,1,0,2016-07-20T15:12:26.000Z,0
377,Don't get fried in this week's Weekly Challenge. Can you jump to victory? Come play: https://t.co/mo30MGJOh0 https://t.co/LyPRldo8qq,,1,1,0,0,2016-07-19T22:04:25.000Z,0
378,Congrats to our Weekly Challenge winners! Learn more about the challenges on our forums: https://t.co/cnoPFJFlxN https://t.co/VZnaOPZCU8,,1,0,1,0,2016-07-19T20:19:27.000Z,0
379,@heliosmortem We will have news soon!,,0,0,0,0,2016-07-18T15:55:53.000Z,0
380,LAST CHANCE! Just 4 hours left to join the Weekly Challenge. Come compete: https://t.co/nvL4CxMAD4,,0,0,0,1,2016-07-18T00:00:00.000Z,0
381,Have you posted your time yet? Come hop in the Weekly Challenge and join the competition: https://t.co/nvL4CxMAD4 https://t.co/VFC64ENUUS,,1,0,0,1,2016-07-15T22:41:52.000Z,0
382,#FunFactFriday Motion capture can be a dangerous business. #ShadowComplex https://t.co/elpnYOUObH,,6,2,1,0,2016-07-15T16:30:03.000Z,0
383,RT @PPLToast: Hey @shadowcomplex it arrived! Thanks you so much :))) https://t.co/601NmFFtwi,,0,1,0,0,2016-07-15T16:02:41.000Z,0
384,#ThrowBackThursday to this awesome #Lego recreation of Shadow Complex. Have any fan art? Send it our way! #TBT https://t.co/NR3qU2fdOi,,12,6,1,0,2016-07-14T18:43:01.000Z,0
385,We're live now with @Greenalink. Come learn about his upcoming @ESAmarathon speedrun: https://t.co/3R3cLuximX,,0,2,0,0,2016-07-13T19:58:54.000Z,0
386,Join @Greenalink on our Live Stream at 4pm ET.  Watch here: https://t.co/3R3cLuximX Watch one of his speedruns here: https://t.co/UncX1SPN3q,,3,2,0,0,2016-07-13T16:46:55.000Z,0
387,"WEEKLY CHALLENGE IS LIVE! Come join in, win some forum cred, and get a chance at swag! https://t.co/nvL4CxMAD4 https://t.co/WTrd0tzd5l",,1,1,0,0,2016-07-12T23:49:26.000Z,0
388,LIVE STREAM! @Greenalink joins us to discuss his upcoming @esamarathon run. Watch live Wed: https://t.co/3R3cLuximX https://t.co/redc7J3xJu,,5,5,0,0,2016-07-12T17:12:27.000Z,0
389,What a Weekly Challenge! Congrats to all the winners! Come back tomorrow for the next one: https://t.co/FCAKOHNHkO https://t.co/prihMqxprg,,2,1,0,0,2016-07-11T20:11:01.000Z,0
390,RT @bpk428: @shadowcomplex Gah!  So close!  This is with a fresh file on the Steam Version. Sub 2 has got to be possible. https://t.co/2kaeâ€¦,,0,2,0,0,2016-07-11T19:14:51.000Z,0
391,ON SALE! Get Shadow Complex Remastered for just $10 in the Windows #UltimateGameSale https://t.co/yuvnTvpaxs https://t.co/HisBhrtbpa,,2,1,0,0,2016-07-11T16:47:30.000Z,0
392,It's time to enter the Weekly Challenge. Post your best time and be entered to win swag! https://t.co/huBHFguJZK https://t.co/CKhEWLSVsX,,2,1,0,1,2016-07-11T00:12:01.000Z,0
393,FINAL DAYS: Pick up Shadow Complex for just $10 in the Windows #UltimateGameSale https://t.co/yuvnTvpaxs https://t.co/Si08DYQx6v,,0,1,0,0,2016-07-10T18:11:01.000Z,0
394,"@Theischs Oh yes, we announced early this week! You can get it here: https://t.co/icOmiVzvYM",,0,0,0,0,2016-07-10T00:44:01.000Z,0
395,"LAST CHANCE: Final weekend, pick up Shadow Complex for $10 in the Windows #UltimateGameSale https://t.co/yuvnTvpaxs https://t.co/oGSfhkNNkD",,4,1,0,0,2016-07-09T18:49:01.000Z,0
396,ON SALE. Get Shadow Complex Remastered on Windows 10 for just $10 in the #UltimateGameSale https://t.co/yuvnTvpaxs https://t.co/99VJNcuCtS,,2,6,2,0,2016-07-09T01:33:01.000Z,0
397,PLAY NOW! The Weekly Challenge is live. Come play and enter to win swag. Learn more: https://t.co/huBHFguJZK https://t.co/1PMFgn2ICJ,,2,0,0,0,2016-07-08T21:33:25.000Z,0
398,#FunFactFriday featuring @nolan_north. Get the game for $10 on Windows #UltimateSummerSale https://t.co/yuvnTvpaxs https://t.co/eMQg2yIqel,,5,1,0,0,2016-07-08T17:21:31.000Z,0
399,#TBT to this concept art. Get Shadow Complex for $10 in the Windows 10 #UltimateGameSale https://t.co/yuvnTvpaxs https://t.co/p8ShEBXjpj,,2,1,0,0,2016-07-07T16:57:01.000Z,0
400,"Come meet our Dev Team and watch them take on Shadow Complex, live now! Who will be the victor? Watch now: https://t.co/3R3cLuximX",,3,2,0,0,2016-07-06T20:04:27.000Z,0
401,"Join us in 45 min as our Dev Team takes on the weekly challenge, live! Watch here: https://t.co/3R3cLuximX https://t.co/RF2fPGa0jU",,2,1,1,0,2016-07-06T19:15:01.000Z,0
402,Jump for joy! Shadow Complex Remastered is now available in 15 additional regions on PS4! https://t.co/62sIyFiSHD https://t.co/nENz3Dc6Dk,,6,3,1,2,2016-07-06T16:25:56.000Z,0
403,"@Jon_Soares It is not cross play, but there is a version on Xbox One as well.",,0,0,0,1,2016-07-06T15:31:00.000Z,0
404,@EnrapturedGS That's awesome. You should come try the weekly challenge with players like @Diealated https://t.co/huBHFguJZK,,1,1,0,0,2016-07-06T15:29:00.000Z,0
405,Can our dev team master the Weekly Challenge? Watch tomorrow to see who takes the prize! https://t.co/3R3cLuximX https://t.co/d2lJ6j6OMx,,1,1,0,1,2016-07-05T23:00:01.000Z,0
406,@Diealated Impressive!,,1,0,0,1,2016-07-05T21:50:28.000Z,0
407,Congrats to our Weekly Challenge winners. Are you ready for the next one? Enter to win swag! https://t.co/huBHFguJZK https://t.co/M2EW6da9M9,,4,2,0,0,2016-07-05T17:36:59.000Z,0
408,RT @Diealated: Streaming my attempts at a foamless @shadowcomplex run on #twitch right now. Come hang out and criticize me! https://t.co/iiâ€¦,,0,1,0,0,2016-07-05T16:08:01.000Z,0
409,@PPLToast Want to chat via Twitter DM instead? It's not too late!,,0,0,0,0,2016-07-05T15:37:00.000Z,0
410,Get Shadow Complex for $10 in the @WindowsStore #UltimateGameSale. #Windows10 Get it here: https://t.co/yuvnTvpaxs https://t.co/ZJvp2U9q6n,,1,1,0,1,2016-07-05T15:33:29.000Z,0
411,RT @InfinityBlade: The FREEdom sale ends soon! All 3 #InfinityBlade games are FREE for #July4th only! Hurry! https://t.co/DchcjjLeKy https:â€¦,,0,16,0,0,2016-07-04T23:54:26.000Z,0
412,Happy 4th of July from the Shadow Complex team! #4thOfJuly https://t.co/s7FdxOYNDy,,5,2,0,0,2016-07-04T18:39:01.000Z,0
413,Only 4 hours left! Get Shadow Complex Remastered for $10 in the #SteamSummerSale #SteamSale: https://t.co/L3eK5KZBNs https://t.co/7qho4bu3Yw,,3,2,1,0,2016-07-04T13:00:02.000Z,0
414,Only 4 hours left to post your best score for the Weekly Challenge. Enter now and have a chance to win swag! https://t.co/COmhApDIcB,,1,0,1,0,2016-07-04T00:00:00.000Z,0
415,LAST DAY: Get Shadow Complex Remastered for $10 in the #SteamSummerSale. Don't miss it! https://t.co/L3eK5KZBNs https://t.co/AOwLrm8QA4,,1,2,0,0,2016-07-03T17:18:01.000Z,0
416,@justin_club Or you could ask our forums to see if any of the speedrunners know of a way to get around it: https://t.co/cnoPFJFlxN,,1,0,0,1,2016-07-03T14:26:54.000Z,0
417,@justin_club I'd recommend starting from last save and going back to the get the thrust pack.,,1,0,0,0,2016-07-03T14:26:00.000Z,0
418,"@justin_club OK, you should have the thrust pack by this point as far as I can tell. Looks like you may have sequence broke somehow.",,1,0,0,2,2016-07-03T14:23:58.000Z,0
419,@justin_club Dont think so. You'll need to have the spider tank shoot the pipes for you.,,1,0,0,1,2016-07-03T05:50:52.000Z,0
420,FINAL WEEKEND: Pick up Shadow Complex Remastered for 33% through Monday. Don't miss it! https://t.co/L3eK5KZBNs https://t.co/JrZOJ8M7wN,,1,0,0,0,2016-07-02T16:01:01.000Z,0
421,@gcanci We are currently working to get into the regions we are not currently in. We will keep you posted.,,0,0,0,0,2016-07-02T13:27:52.000Z,0
422,REMINDER: The Weekly Challenge is open until Sunday at midnight. Come enter now and win swag https://t.co/COmhApDIcB https://t.co/fLKAOTJxCI,,1,2,0,0,2016-07-01T22:31:30.000Z,0
423,Another giveaway! RT to enter to win a #ShadowComplex Remastered code! #steamsale https://t.co/7xboocYrNV https://t.co/gypuzlumht,,22,30,0,0,2016-07-01T19:15:01.000Z,0
424,#FunFactFriday Remember to pick up Shadow Complex Remastered in the #SteamSummerSale for $10 https://t.co/7xboocYrNV https://t.co/VZVXJThWMy,,9,5,0,3,2016-07-01T17:20:01.000Z,0
425,.@KyeDW you are the winner of the #ShadowComplex Remastered code giveaway! DM us to get the code. Another giveaway is coming later today!,,2,1,0,0,2016-07-01T15:44:13.000Z,0
426,In the shadows...Check out this concept art and then get Shadow Complex for $10 #Steamsale: https://t.co/L3eK5LhcF0 https://t.co/8DawFECYvh,,4,2,0,0,2016-06-30T15:57:29.000Z,0
427,RT to enter to win a #ShadowComplex Remastered code! Or buy it for $10 during the #steamsale https://t.co/L3eK5KZBNs https://t.co/se8N5d38KV,,29,37,1,2,2016-06-29T22:43:29.000Z,0
428,RT @Diealated: Gonna run the #weeklychallenge a few times on @shadowcomplex and then play some campaign for a little while. https://t.co/iiâ€¦,,0,2,0,0,2016-06-29T21:50:50.000Z,0
429,Live Streaming right now! Come join us as we catch up with @SoopaMario. We'll be giving out codes! Come watch: https://t.co/3R3cLuximX,,3,0,1,0,2016-06-29T20:00:01.000Z,0
430,Catch this awesome Shadow Complex screenshot from our Steam community. Get it now for $10: https://t.co/L3eK5KZBNs https://t.co/rBZz4lUItR,,2,2,0,0,2016-06-29T15:58:29.000Z,0
431,@Joseph_Barker We are still working on it! We will have good news soon.,,0,0,0,0,2016-06-29T15:07:23.000Z,0
432,Have you picked up Shadow Complex Remastered on Steam yet? Get it now at 33% off! https://t.co/L3eK5KZBNs #steamsale https://t.co/TRyApXujIK,,2,1,0,0,2016-06-28T23:22:26.000Z,0
433,The Weekly Challenge is now live - Post your high score by Sunday at midnight! Learn more: https://t.co/FCAKOHNHkO https://t.co/Azf4gFovDS,,2,1,1,1,2016-06-28T18:55:31.000Z,0
434,RT @Diealated: Doing a #FreeGiveAway for @shadowcomplex on #XboxOne on #twitch #Stream playing the campaign pop in chat to qualify https://â€¦,,0,2,0,0,2016-06-27T21:44:00.000Z,0
435,Celebrate Shadow Complex in the #SteamSale on our stream with @soopamario Watch this Wed: https://t.co/3R3cLuximX https://t.co/1NMXge3WFT,,6,2,0,1,2016-06-27T21:43:53.000Z,0
436,@KyleFlemming2 pun intended?,,1,0,0,2,2016-06-27T17:52:00.000Z,0
437,RT @Diealated: Here is the signed poster I got from @shadowcomplex for playing the #weeklychallenge I must say it's pretty awesome! https:/â€¦,,0,3,0,0,2016-06-27T17:45:27.000Z,0
438,"Don't forget, Shadow Complex Remastered is $10 in the #SteamSummerSale. Tell your friends: https://t.co/L3eK5KZBNs https://t.co/fzqIsLFInT",,2,4,0,0,2016-06-27T17:38:28.000Z,0
439,Congratulations! https://t.co/k9d463KTL5,,1,1,0,1,2016-06-25T23:15:09.000Z,0
440,Get Shadow Complex Remastered for just $10 in the #SteamSummerSale! Don't miss it https://t.co/L3eK5KZBNs #steamsale https://t.co/lmG5KVUvrR,,3,2,0,0,2016-06-25T22:52:01.000Z,0
441,"RT @Diealated: @KyleFlemming2 @shadowcomplex I'm doing a live #FreeGiveAway right now, join me in chat for your chance to win today https:/â€¦",,0,1,0,0,2016-06-25T21:05:09.000Z,0
442,@RayApollo Only Steam for this sale.,,0,0,0,1,2016-06-25T17:40:50.000Z,0
443,Channel Aaron Burr and drop a Hamilton on Shadow Complex Remastered in the #SteamSummerSale: https://t.co/L3eK5KZBNs https://t.co/Hqdcmn4amU,,0,0,0,1,2016-06-25T17:35:29.000Z,0
444,Shadow Complex Remastered is just $10 in the #SteamSummerSale! Find out more on our blog: https://t.co/vIR5V1mLDk https://t.co/QeUihfEMTo,,2,1,0,0,2016-06-25T00:15:54.000Z,0
445,Congrats @diealated and @goremkk on the Weekly Challenge! Also this screenshot is everything https://t.co/AGymnnBv4j https://t.co/ybvDTxiRuh,,2,1,0,0,2016-06-24T19:00:03.000Z,0
446,Pick up Shadow Complex Remastered for just $10 in the #SteamSummerSale: https://t.co/L3eK5KZBNs #SteamSale https://t.co/pfomuvMPQG,,1,5,0,0,2016-06-24T15:19:54.000Z,0
447,Shadow Complex is one of @Polygon's best deals of the #SteamSummerSale. https://t.co/pk1QYiVk1J Get it now on Steam: https://t.co/L3eK5KZBNs,,2,3,0,0,2016-06-24T02:34:30.000Z,0
